学校,省份,类别,排名,总分
南京医科大学,江苏,医药,59,45.0
中国海洋大学,山东,综合,61,45.0
上海外国语大学,上海,语言,62,44.0
中国地质大学（北京）,北京,理工,63,44.0
西南财经大学,四川,财经,64,44.0
中国地质大学（武汉）,湖北,理工,65,44.0
华中农业大学,湖北,农业,66,44.0
南方医科大学,广东,医药,66,44.0
合肥工业大学,安徽,理工,68,44.0
中国医科大学,辽宁,医药,69,43.0
西南大学,重庆,综合,70,43.0
南京农业大学,江苏,农业,71,43.0
中国药科大学,江苏,医药,71,43.0
中南财经政法大学,湖北,财经,71,43.0
哈尔滨工程大学,黑龙江,理工,74,43.0
中国石油大学（北京）,北京,理工,74,43.0
浙江工业大学,浙江,理工,76,43.0
东北财经大学,辽宁,财经,77,43.0
河海大学,江苏,理工,77,43.0
中国矿业大学,江苏,理工,77,43.0
北京工业大学,北京,理工,80,43.0
中国石油大学（华东）,山东,理工,80,43.0
广东外语外贸大学,广东,语言,82,43.0
南京师范大学,江苏,师范,83,42.0
中国政法大学,北京,政法,84,42.0
北京中医药大学,北京,医药,85,42.0
西南交通大学,四川,理工,85,42.0
华南师范大学,广东,师范,87,42.0
中国传媒大学,北京,语言,87,42.0
北京林业大学,北京,林业,89,42.0
江苏大学,江苏,综合,89,42.0
深圳大学,广东,综合,89,42.0
汕头大学,广东,综合,92,42.0
首都经济贸易大学,北京,财经,92,42.0
西北农林科技大学,陕西,农业,92,42.0
浙江师范大学,浙江,师范,95,41.0
安徽大学,安徽,综合,96,41.0
大连医科大学,辽宁,医药,97,41.0
浙江理工大学,浙江,理工,97,41.0
南京邮电大学,江苏,理工,99,41.0
华侨大学,福建,综合,100,41.0
宁波大学,浙江,综合,100,41.0
西北大学,陕西,综合,102,41.0
南京工业大学,江苏,理工,103,41.0
上海中医药大学,上海,医药,103,41.0
陕西师范大学,陕西,师范,105,40.0
首都师范大学,北京,师范,105,40.0
西交利物浦大学,江苏,综合,105,40.0
杭州电子科技大学,浙江,理工,108,40.0
杭州师范大学,浙江,师范,109,40.0
燕山大学,河北,理工,109,40.0
大连海事大学,辽宁,理工,111,40.0
河北工业大学,天津,理工,111,40.0
南京信息工程大学,江苏,理工,111,40.0
中央民族大学,北京,民族,114,40.0
沈阳药科大学,辽宁,医药,115,40.0
天津财经大学,天津,财经,116,39.0
哈尔滨医科大学,黑龙江,医药,117,39.0
浙江工商大学,浙江,财经,118,39.0
长安大学,陕西,理工,119,39.0
湘潭大学,湖南,综合,119,39.0
云南大学,云南,综合,121,39.0
重庆医科大学,重庆,医药,122,39.0
南京财经大学,江苏,财经,122,39.0
上海理工大学,上海,理工,122,39.0
湖北大学,湖北,综合,125,39.0
湖南师范大学,湖南,师范,125,39.0
扬州大学,江苏,综合,127,38.0
温州医科大学,浙江,医药,128,38.0
浙江财经大学,浙江,财经,128,38.0
安徽医科大学,安徽,医药,130,38.0
福建医科大学,福建,医药,130,38.0
广东工业大学,广东,理工,132,38.0
广州医科大学,广东,医药,133,38.0
河北医科大学,河北,医药,133,38.0
辽宁大学,辽宁,综合,133,38.0
上海师范大学,上海,师范,133,38.0
河北大学,河北,综合,137,38.0
华南农业大学,广东,农业,137,38.0
南昌大学,江西,综合,139,38.0
太原理工大学,山西,理工,139,38.0
南京审计大学,江苏,财经,141,37.0
广西大学,广西,综合,142,37.0
山西大学,山西,综合,143,37.0
郑州大学,河南,综合,143,37.0
广西医科大学,广西,医药,145,37.0
东北林业大学,黑龙江,林业,146,37.0
东北农业大学,黑龙江,农业,147,37.0
武汉科技大学,湖北,理工,148,37.0
石家庄铁道大学,河北,理工,149,37.0
渤海大学,辽宁,综合,150,37.0
安徽师范大学,安徽,师范,151,36.0
长沙理工大学,湖南,理工,152,36.0
福建师范大学,福建,师范,152,36.0
黑龙江大学,黑龙江,综合,152,36.0
江西财经大学,江西,财经,152,36.0
广州大学,广东,综合,156,36.0
北京工商大学,北京,财经,157,36.0
河北师范大学,河北,师范,157,36.0
三峡大学,湖北,综合,157,36.0
天津师范大学,天津,师范,157,36.0
温州大学,浙江,综合,157,36.0
安徽工业大学,安徽,理工,162,36.0
河北科技大学,河北,理工,162,36.0
青岛大学,山东,综合,164,36.0
辽宁工业大学,辽宁,理工,165,36.0
上海海事大学,上海,理工,165,36.0
徐州医科大学,江苏,医药,167,36.0
天津工业大学,天津,理工,168,35.0
北京体育大学,北京,体育,169,35.0
四川农业大学,四川,农业,169,35.0
西安理工大学,陕西,理工,171,35.0
河南大学,河南,综合,172,35.0
武汉工程大学,湖北,理工,172,35.0
广州中医药大学,广东,医药,174,35.0
天津中医药大学,天津,医药,174,35.0
重庆邮电大学,重庆,理工,176,35.0
济南大学,山东,综合,176,35.0
闽南师范大学,福建,师范,176,35.0
北京建筑大学,北京,理工,179,35.0
重庆工商大学,重庆,财经,180,35.0
福建农林大学,福建,农业,180,35.0
青岛科技大学,山东,理工,180,35.0
沈阳航空航天大学,辽宁,理工,180,35.0
河北农业大学,河北,农业,184,35.0
江苏师范大学,江苏,师范,184,35.0
浙江农林大学,浙江,林业,184,35.0
北方工业大学,北京,理工,187,35.0
天津理工大学,天津,理工,187,35.0
西安建筑科技大学,陕西,理工,187,35.0
中国计量大学,浙江,理工,190,34.0
长春理工大学,吉林,理工,191,34.0
中国民航大学,天津,理工,191,34.0
中南民族大学,湖北,民族,191,34.0
福建中医药大学,福建,医药,194,34.0
海南大学,海南,综合,194,34.0
集美大学,福建,综合,194,34.0
南通大学,江苏,综合,194,34.0
黑龙江中医药大学,黑龙江,医药,198,34.0
湖南农业大学,湖南,农业,198,34.0
辽宁师范大学,辽宁,师范,200,34.0
