学校,省份,类别,排名,总分
暨南大学,广东,综合,59,43.0
华中农业大学,湖北,农业,60,43.0
哈尔滨工程大学,黑龙江,理工,61,43.0
河海大学,江苏,理工,62,42.0
浙江工业大学,浙江,理工,63,42.0
南京农业大学,江苏,农业,64,42.0
南京师范大学,江苏,师范,64,42.0
西南交通大学,四川,理工,64,42.0
北京工业大学,北京,理工,67,41.0
南京医科大学,江苏,医药,68,41.0
中国药科大学,江苏,医药,68,41.0
华南师范大学,广东,师范,70,41.0
浙江师范大学,浙江,师范,70,41.0
西北农林科技大学,陕西,农业,72,41.0
大连海事大学,辽宁,理工,73,41.0
西南大学,重庆,综合,73,41.0
北京林业大学,北京,林业,75,41.0
南京工业大学,江苏,理工,76,40.0
宁波大学,浙江,综合,76,40.0
西北大学,陕西,综合,76,40.0
江苏大学,江苏,综合,79,40.0
陕西师范大学,陕西,师范,79,40.0
浙江理工大学,浙江,理工,79,40.0
安徽大学,安徽,综合,82,40.0
燕山大学,河北,理工,83,40.0
湘潭大学,湖南,综合,84,40.0
长安大学,陕西,理工,85,40.0
杭州师范大学,浙江,师范,86,40.0
南方医科大学,广东,医药,87,39.0
北京中医药大学,北京,医药,88,39.0
杭州电子科技大学,浙江,理工,89,39.0
河北工业大学,天津,理工,89,39.0
湖北大学,湖北,综合,91,39.0
沈阳药科大学,辽宁,医药,92,39.0
上海师范大学,上海,师范,93,39.0
湖南师范大学,湖南,师范,94,38.0
浙江工商大学,浙江,财经,94,39.0
郑州大学,河南,综合,94,38.0
广西大学,广西,综合,97,38.0
南京邮电大学,江苏,理工,97,38.0
上海理工大学,上海,理工,99,38.0
河北大学,河北,综合,100,38.0
首都师范大学,北京,师范,101,38.0
东北农业大学,黑龙江,农业,102,38.0
华侨大学,福建,综合,102,38.0
山西大学,山西,综合,104,37.0
西安建筑科技大学,陕西,理工,104,37.0
深圳大学,广东,综合,106,37.0
长沙理工大学,湖南,理工,107,37.0
华南农业大学,广东,农业,107,37.0
青岛大学,山东,综合,107,37.0
武汉科技大学,湖北,理工,107,37.0
南昌大学,江西,综合,111,37.0
东北林业大学,黑龙江,林业,112,37.0
南京信息工程大学,江苏,理工,112,37.0
温州大学,浙江,综合,114,37.0
天津师范大学,天津,师范,115,36.0
太原理工大学,山西,理工,116,36.0
上海中医药大学,上海,医药,117,36.0
河北农业大学,河北,农业,118,36.0
河北科技大学,河北,理工,119,36.0
西安理工大学,陕西,理工,119,36.0
安徽工业大学,安徽,理工,121,36.0
河北师范大学,河北,师范,121,36.0
黑龙江大学,黑龙江,综合,121,36.0
安徽师范大学,安徽,师范,124,36.0
中国计量大学,浙江,理工,124,36.0
安徽医科大学,安徽,医药,126,36.0
天津科技大学,天津,理工,127,35.0
天津工业大学,天津,理工,128,35.0
扬州大学,江苏,综合,128,35.0
河南大学,河南,综合,130,35.0
广州医科大学,广东,医药,131,35.0
长春理工大学,吉林,理工,132,35.0
东北石油大学,黑龙江,理工,132,35.0
武汉工程大学,湖北,理工,132,35.0
广东工业大学,广东,理工,135,35.0
三峡大学,湖北,综合,135,35.0
重庆邮电大学,重庆,理工,137,35.0
四川农业大学,四川,农业,137,35.0
成都理工大学,四川,理工,139,35.0
中南民族大学,湖北,民族,140,34.0
西南石油大学,四川,理工,141,34.0
山东师范大学,山东,师范,142,34.0
西北师范大学,甘肃,师范,142,34.0
浙江农林大学,浙江,林业,142,34.0
江苏科技大学,江苏,理工,145,34.0
江苏师范大学,江苏,师范,145,34.0
桂林理工大学,广西,理工,147,34.0
贵州大学,贵州,综合,147,34.0
南京林业大学,江苏,林业,147,34.0
昆明理工大学,云南,理工,150,34.0
河南理工大学,河南,理工,151,34.0
济南大学,山东,综合,151,34.0
广西师范大学,广西,师范,153,34.0
哈尔滨理工大学,黑龙江,理工,153,34.0
河南师范大学,河南,师范,153,34.0
兰州交通大学,甘肃,理工,153,34.0
南华大学,湖南,综合,153,34.0
湖南农业大学,湖南,农业,158,34.0
内蒙古大学,内蒙古,综合,158,33.0
长江大学,湖北,综合,160,33.0
广州大学,广东,综合,160,33.0
桂林电子科技大学,广西,理工,160,33.0
沈阳农业大学,辽宁,农业,163,33.0
沈阳建筑大学,辽宁,理工,164,33.0
福建师范大学,福建,师范,165,33.0
江西师范大学,江西,师范,166,33.0
陕西科技大学,陕西,理工,166,33.0
兰州理工大学,甘肃,理工,168,33.0
沈阳工业大学,辽宁,理工,168,33.0
湖南科技大学,湖南,综合,170,33.0
辽宁工程技术大学,辽宁,理工,171,32.0
中北大学,山西,理工,171,33.0
华北水利水电大学,河南,理工,173,32.0
上海海洋大学,上海,农业,173,32.0
河南科技大学,河南,理工,175,32.0
常州大学,江苏,理工,176,32.0
南昌航空大学,江西,理工,176,32.0
南通大学,江苏,综合,176,32.0
安徽理工大学,安徽,理工,179,31.0
南京中医药大学,江苏,医药,179,31.0
曲阜师范大学,山东,师范,181,31.0
西安工程大学,陕西,理工,181,31.0
河南农业大学,河南,农业,183,31.0
大连大学,辽宁,综合,184,30.0
西南科技大学,四川,理工,185,30.0
河南科技学院,河南,师范,186,30.0
山西医科大学,山西,医药,187,30.0
山东理工大学,山东,理工,188,30.0
新疆大学,新疆,综合,189,29.0
河南工业大学,河南,理工,190,29.0
辽宁石油化工大学,辽宁,理工,191,29.0
烟台大学,山东,综合,192,28.0
