排名,排名1,学校,总分,星级,办学层次
80,70,福建师范大学,62.84,4★,中国高水平大学
81,71,上海大学,62.81,5★,中国一流大学
82,71,中国政法大学,62.81,6★,世界高水平大学
83,72,南京林业大学,62.80,5★,中国一流大学
84,73,上海理工大学,62.79,4★,中国高水平大学
85,73,西南财经大学,62.79,5★,中国一流大学
86,75,浙江工业大学,62.74,4★,中国高水平大学
87,75,中国地质大学（武汉）,62.74,6★,世界高水平大学
88,75,首都师范大学,62.74,4★,中国高水平大学
89,77,江苏大学,62.72,4★,中国高水平大学
90,78,河北大学,62.71,4★,中国高水平大学
91,79,中国石油大学（华东）,62.63,5★,中国一流大学
92,79,陕西师范大学,62.63,4★,中国高水平大学
93,79,中国传媒大学,62.63,6★,世界高水平大学
94,80,中央民族大学,62.46,6★,世界高水平大学
95,80,北京外国语大学,62.46,6★,世界高水平大学
96,80,浙江师范大学,62.46,4★,中国高水平大学
97,81,东华大学,62.44,5★,中国一流大学
98,82,安徽大学,62.38,4★,中国高水平大学
99,83,南京工业大学,62.36,4★,中国高水平大学
100,83,南方医科大学,62.36,4★,中国高水平大学
101,84,贵州大学,62.34,4★,中国高水平大学
102,84,武汉科技大学,62.34,4★,中国高水平大学
103,86,山西大学,62.26,4★,中国高水平大学
104,86,深圳大学,62.26,4★,中国高水平大学
105,88,云南大学,62.25,5★,中国一流大学
106,89,河南大学,62.24,4★,中国高水平大学
107,90,齐鲁工业大学,62.12,4★,中国高水平大学
108,91,河南科技大学,62.11,4★,中国高水平大学
109,91,广东工业大学,62.11,4★,中国高水平大学
110,93,中央财经大学,62.10,5★,中国一流大学
111,94,福建农林大学,62.07,4★,中国高水平大学
112,95,东北财经大学,62.03,5★,中国一流大学
113,96,东北林业大学,62.02,4★,中国高水平大学
114,97,东北农业大学,62.01,4★,中国高水平大学
115,98,辽宁大学,61.92,4★,中国高水平大学
116,99,山东农业大学,61.91,4★,中国高水平大学
117,99,天津医科大学,61.91,4★,中国高水平大学
118,100,黑龙江大学,61.89,4★,中国高水平大学
119,101,长安大学,61.85,4★,中国高水平大学
120,101,中国医科大学,61.85,4★,中国高水平大学
121,102,中国矿业大学（北京）,61.82,4★,中国高水平大学
122,102,昆明理工大学,61.82,4★,中国高水平大学
123,102,哈尔滨医科大学,61.82,5★,中国一流大学
124,104,湘潭大学,61.81,4★,中国高水平大学
125,104,南京医科大学,61.81,4★,中国高水平大学
126,105,中国地质大学（北京）,61.77,4★,中国高水平大学
127,105,北京中医药大学,61.77,6★,世界高水平大学
128,106,湖南农业大学,61.68,4★,中国高水平大学
129,106,中国药科大学,61.68,5★,中国一流大学
130,107,西安理工大学,61.65,4★,中国高水平大学
131,107,上海中医药大学,61.65,6★,世界高水平大学
132,108,华北电力大学,61.64,4★,中国高水平大学
133,108,北京语言大学,61.64,5★,中国一流大学
134,109,浙江理工大学,61.58,4★,中国高水平大学
135,109,西北师范大学,61.58,4★,中国高水平大学
136,110,太原理工大学,61.57,4★,中国高水平大学
137,111,江西财经大学,61.56,5★,中国一流大学
138,111,北京体育大学,61.56,6★,世界高水平大学
139,112,四川农业大学,61.53,4★,中国高水平大学
140,112,上海外国语大学,61.53,5★,中国一流大学
141,112,重庆医科大学,61.53,4★,中国高水平大学
142,113,华侨大学,61.48,4★,中国高水平大学
143,113,天津中医药大学,61.48,5★,中国一流大学
144,114,河北工业大学,61.47,4★,中国高水平大学
145,114,河北医科大学,61.47,4★,中国高水平大学
146,114,河南师范大学,61.47,4★,中国高水平大学
147,114,外交学院,61.47,6★,世界高水平大学
148,115,西南石油大学,61.46,4★,中国高水平大学
149,116,浙江工商大学,61.45,4★,中国高水平大学
150,116,山东师范大学,61.45,4★,中国高水平大学
151,117,广西大学,61.44,4★,中国高水平大学
152,117,广州大学,61.44,4★,中国高水平大学
153,117,内蒙古大学,61.44,4★,中国高水平大学
154,117,安徽师范大学,61.44,4★,中国高水平大学
155,117,山东第一医科大学,61.44,4★,中国高水平大学
156,117,天津师范大学,61.44,4★,中国高水平大学
157,120,长沙理工大学,61.43,4★,中国高水平大学
158,121,山东财经大学,61.41,4★,中国高水平大学
159,121,广州医科大学,61.41,4★,中国高水平大学
160,121,江西师范大学,61.41,4★,中国高水平大学
161,121,山西医科大学,61.41,4★,中国高水平大学
162,122,南京邮电大学,61.40,4★,中国高水平大学
163,122,首都经济贸易大学,61.40,4★,中国高水平大学
164,124,山东科技大学,61.39,4★,中国高水平大学
165,125,南京信息工程大学,61.38,4★,中国高水平大学
166,126,西安建筑科技大学,61.37,4★,中国高水平大学
167,126,华东政法大学,61.37,4★,中国高水平大学
168,127,长江大学,61.36,4★,中国高水平大学
169,127,中央戏剧学院,61.36,6★,世界高水平大学
170,128,大连海事大学,61.35,4★,中国高水平大学
171,128,湖北工业大学,61.35,4★,中国高水平大学
172,128,三峡大学,61.35,4★,中国高水平大学
173,128,云南民族大学,61.35,5★,中国一流大学
174,128,北京电影学院,61.35,6★,世界高水平大学
175,128,南京中医药大学,61.35,5★,中国一流大学
176,132,天津工业大学,61.27,4★,中国高水平大学
177,132,中南民族大学,61.27,5★,中国一流大学
178,132,广东外语外贸大学,61.27,4★,中国高水平大学
179,132,广州中医药大学,61.27,5★,中国一流大学
180,132,上海师范大学,61.27,4★,中国高水平大学
181,134,杭州电子科技大学,61.26,4★,中国高水平大学
182,135,青岛大学,61.25,4★,中国高水平大学
183,136,汕头大学,61.24,3★,区域一流大学
184,137,武汉纺织大学,61.23,4★,中国高水平大学
185,137,河北师范大学,61.23,4★,中国高水平大学
186,137,西南政法大学,61.23,5★,中国一流大学
187,138,江西理工大学,61.19,4★,中国高水平大学
188,138,哈尔滨师范大学,61.19,4★,中国高水平大学
189,139,东莞理工学院,61.18,3★,区域一流大学
190,139,杭州师范大学,61.18,3★,区域一流大学
191,139,四川师范大学,61.18,4★,中国高水平大学
192,140,东北电力大学,61.17,4★,中国高水平大学
193,140,湖北大学,61.17,4★,中国高水平大学
194,140,陕西科技大学,61.17,4★,中国高水平大学
195,140,沈阳农业大学,61.17,3★,区域一流大学
196,140,江苏师范大学,61.17,3★,区域一流大学
197,144,安徽农业大学,61.14,4★,中国高水平大学
198,145,济南大学,61.13,3★,区域一流大学
199,146,重庆邮电大学,61.11,4★,中国高水平大学
200,147,天津科技大学,61.10,3★,区域一流大学
