排名,排名1,学校,总分,星级,办学层次
59,59,湖南师范大学,65.59,4星级,中国高水平大学
60,59,上海大学,65.59,4星级,中国高水平大学
61,61,暨南大学,65.48,5星级,中国一流大学（特色）
62,62,合肥工业大学,65.31,5星级,中国一流大学（特色）
63,63,哈尔滨工程大学,65.27,5星级,中国一流大学（特色）
64,64,南昌大学,65.20,4星级,中国高水平大学
65,65,陕西师范大学,65.16,5星级,中国一流大学（特色）
66,66,华南师范大学,65.14,5星级,中国一流大学（特色）
67,67,昆明理工大学,65.12,5星级,中国一流大学（特色）
68,68,东华大学,65.01,5星级,中国一流大学（特色）
69,69,中南财经政法大学,64.97,6星级,世界高水平大学（特色）
70,70,云南大学,64.93,5星级,中国一流大学（特色）
71,71,北京协和医学院,64.89,6星级,世界高水平大学（特色）
72,72,上海财经大学,64.88,6星级,世界高水平大学（特色）
73,73,福州大学,64.84,4星级,中国高水平大学
74,74,中国矿业大学,64.83,6星级,世界高水平大学（特色）
75,74,中国政法大学,64.83,6星级,世界高水平大学（特色）
76,76,江南大学,64.60,5星级,中国一流大学（特色）
77,77,北京化工大学,64.57,5星级,中国一流大学（特色）
78,78,中国石油大学（华东）,64.56,6星级,世界高水平大学（特色）
79,79,华南农业大学,64.52,5星级,中国一流大学（特色）
80,80,燕山大学,64.45,5星级,中国一流大学（特色）
81,81,河南大学,64.43,4星级,中国高水平大学
82,82,宁波大学,64.42,4星级,中国高水平大学
83,83,首都师范大学,64.41,4星级,中国高水平大学
84,83,福建师范大学,64.41,4星级,中国高水平大学
85,85,浙江工业大学,64.39,4星级,中国高水平大学
86,86,深圳大学,64.37,4星级,中国高水平大学
87,87,浙江师范大学,64.36,4星级,中国高水平大学
88,88,江苏大学,64.35,4星级,中国高水平大学
89,89,广西大学,64.34,4星级,中国高水平大学
90,89,上海理工大学,64.34,4星级,中国高水平大学
91,91,长安大学,64.33,4星级,中国高水平大学
92,92,杭州电子科技大学,64.27,4星级,中国高水平大学
93,92,北京工业大学,64.27,4星级,中国高水平大学
94,94,扬州大学,64.25,4星级,中国高水平大学
95,95,对外经济贸易大学,64.22,5星级,中国一流大学（特色）
96,96,天津师范大学,64.21,4星级,中国高水平大学
97,97,山西大学,64.20,4星级,中国高水平大学
98,98,齐鲁工业大学,64.18,4星级,中国高水平大学
99,98,中央民族大学,64.18,6星级,世界高水平大学（特色）
100,100,太原理工大学,64.15,4星级,中国高水平大学
101,100,河北大学,64.15,4星级,中国高水平大学
102,100,西南财经大学,64.15,5星级,中国一流大学（特色）
103,103,南京工业大学,64.06,4星级,中国高水平大学
104,104,安徽大学,63.96,4星级,中国高水平大学
105,105,北京林业大学,63.95,5星级,中国一流大学（特色）
106,106,辽宁大学,63.82,4星级,中国高水平大学
107,107,黑龙江大学,63.74,4星级,中国高水平大学
108,108,首都医科大学,63.72,5星级,中国一流大学（特色）
109,108,贵州大学,63.72,4星级,中国高水平大学
110,110,新疆大学,63.68,5星级,中国一流大学（特色）
111,111,上海师范大学,63.65,4星级,中国高水平大学
112,112,内蒙古大学,63.60,4星级,中国高水平大学
113,113,中央财经大学,63.57,5星级,中国一流大学（特色）
114,114,东北林业大学,63.46,4星级,中国高水平大学
115,115,东北财经大学,63.36,5星级,中国一流大学（特色）
116,116,广东工业大学,63.28,4星级,中国高水平大学
117,117,中国石油大学（北京）,63.27,5星级,中国一流大学（特色）
118,118,华北电力大学,63.26,4星级,中国高水平大学
119,119,福建农林大学,63.23,4星级,中国高水平大学
120,120,南方医科大学,63.20,4星级,中国高水平大学
121,121,湘潭大学,63.16,4星级,中国高水平大学
122,122,东北农业大学,63.08,4星级,中国高水平大学
123,123,南京邮电大学,63.06,4星级,中国高水平大学
124,124,西南政法大学,63.04,5星级,中国一流大学（特色）
125,125,广东外语外贸大学,63.02,4星级,中国高水平大学
126,126,山东师范大学,63.00,4星级,中国高水平大学
127,127,华侨大学,62.98,3星级,区域一流大学
128,128,四川农业大学,62.92,4星级,中国高水平大学
129,129,长沙理工大学,62.89,4星级,中国高水平大学
130,129,西北师范大学,62.89,4星级,中国高水平大学
131,131,哈尔滨医科大学,62.88,4星级,中国高水平大学
132,132,安徽师范大学,62.85,4星级,中国高水平大学
133,132,山东农业大学,62.85,4星级,中国高水平大学
134,132,广西师范大学,62.85,3星级,区域一流大学
135,135,大连海事大学,62.83,4星级,中国高水平大学
136,135,海南大学,62.83,3星级,区域一流大学
137,135,江西师范大学,62.83,3星级,区域一流大学
138,138,北京语言大学,62.80,5星级,中国一流大学（特色）
139,138,南京医科大学,62.80,4星级,中国高水平大学
140,140,广州大学,62.76,3星级,区域一流大学
141,141,河北工业大学,62.75,4星级,中国高水平大学
142,142,中国药科大学,62.71,5星级,中国一流大学（特色）
143,143,山东科技大学,62.67,3星级,区域一流大学
144,143,河南科技大学,62.67,3星级,区域一流大学
145,145,天津医科大学,62.66,4星级,中国高水平大学
146,146,北京中医药大学,62.65,6星级,世界高水平大学（特色）
147,147,天津工业大学,62.63,4星级,中国高水平大学
148,147,河北师范大学,62.63,3星级,区域一流大学
149,149,湖南农业大学,62.61,3星级,区域一流大学
150,150,江西财经大学,62.58,4星级,中国高水平大学
151,150,浙江工商大学,62.58,4星级,中国高水平大学
152,152,青岛大学,62.57,3星级,区域一流大学
153,153,中国医科大学,62.55,4星级,中国高水平大学
154,154,西安理工大学,62.54,3星级,区域一流大学
155,155,河南师范大学,62.53,3星级,区域一流大学
156,155,湖北大学,62.53,3星级,区域一流大学
157,157,上海中医药大学,62.52,6星级,世界高水平大学（特色）
158,157,成都理工大学,62.52,4星级,中国高水平大学
159,157,重庆邮电大学,62.52,3星级,区域一流大学
160,160,南京信息工程大学,62.51,4星级,中国高水平大学
161,161,南京林业大学,62.49,4星级,中国高水平大学
162,161,长春理工大学,62.49,3星级,区域一流大学
163,163,西安建筑科技大学,62.47,4星级,中国高水平大学
164,163,云南师范大学,62.47,3星级,区域一流大学
165,163,浙江理工大学,62.47,3星级,区域一流大学
166,166,汕头大学,62.46,3星级,区域一流大学
167,167,中南民族大学,62.43,5星级,中国一流大学（特色）
168,167,中国地质大学（北京）,62.43,4星级,中国高水平大学
169,169,云南民族大学,62.42,5星级,中国一流大学（特色）
170,170,哈尔滨师范大学,62.41,3星级,区域一流大学
171,171,武汉科技大学,62.40,3星级,区域一流大学
172,172,杭州师范大学,62.37,3星级,区域一流大学
173,173,延边大学,62.35,3星级,区域一流大学
174,174,石河子大学,62.34,3星级,区域一流大学
175,175,重庆医科大学,62.33,3星级,区域一流大学
176,176,南方科技大学,62.32,5星级,中国一流大学（特色）
177,176,河南农业大学,62.32,3星级,区域一流大学
178,178,大连大学,62.29,3星级,区域一流大学
179,178,温州医科大学,62.29,3星级,区域一流大学
180,180,哈尔滨理工大学,62.26,3星级,区域一流大学
181,181,首都经济贸易大学,62.23,4星级,中国高水平大学
182,182,河北农业大学,62.22,4星级,中国高水平大学
183,182,四川师范大学,62.22,3星级,区域一流大学
184,182,中国计量大学,62.22,3星级,区域一流大学
185,185,兰州交通大学,62.21,3星级,区域一流大学
186,186,南京中医药大学,62.19,4星级,中国高水平大学
187,186,东北电力大学,62.19,3星级,区域一流大学
188,188,东莞理工学院,62.18,3星级,区域一流大学
189,189,山东财经大学,62.17,4星级,中国高水平大学
190,190,上海海事大学,62.16,4星级,中国高水平大学
191,191,河南理工大学,62.15,3星级,区域一流大学
192,192,宁夏大学,62.14,3星级,区域一流大学
193,193,桂林电子科技大学,62.13,3星级,区域一流大学
194,193,湖北工业大学,62.13,3星级,区域一流大学
195,193,济南大学,62.13,3星级,区域一流大学
196,193,江苏师范大学,62.13,3星级,区域一流大学
197,197,沈阳农业大学,62.12,3星级,区域一流大学
198,198,湖南科技大学,62.11,3星级,区域一流大学
199,198,辽宁工程技术大学,62.11,3星级,区域一流大学
200,198,重庆交通大学,62.11,3星级,区域一流大学
