排名,排名1,学校
1,1,北京大学
2,2,清华大学
3,3,浙江大学
4,4,复旦大学
5,5,中国人民大学
6,6,上海交通大学
7,7,武汉大学
8,8,南京大学
9,9,中山大学
10,10,吉林大学
11,11,华中科技大学
12,12,四川大学
13,13,天津大学
14,14,南开大学
15,14,西安交通大学
16,16,中国科学技术大学
17,17,中南大学
18,18,哈尔滨工业大学
19,19,北京师范大学
20,20,山东大学
21,21,厦门大学
22,22,东南大学
23,23,同济大学
24,24,北京航空航天大学
25,25,大连理工大学
26,26,东北大学
27,26,华南理工大学
28,28,华东师范大学
29,29,北京理工大学
30,30,西北工业大学
31,31,重庆大学
32,32,兰州大学
33,33,中国农业大学
34,34,电子科技大学
35,35,湖南大学
36,36,东北师范大学
37,37,西南大学
38,38,武汉理工大学
39,39,西南交通大学
40,40,北京交通大学
41,41,华中师范大学
42,42,河海大学
43,43,南京农业大学
44,44,南京理工大学
45,44,南京师范大学
46,46,西安电子科技大学
47,47,北京科技大学
48,48,华中农业大学
49,49,郑州大学
50,50,中国海洋大学
51,51,西北大学
52,52,华东理工大学
53,53,中国矿业大学
54,54,南京航空航天大学
55,55,上海大学
56,56,北京协和医学院
57,57,西北农林科技大学
58,58,苏州大学
59,59,北京邮电大学
60,60,中国地质大学（武汉）
61,61,北京化工大学
62,61,上海财经大学
63,61,长安大学
64,64,云南大学
65,65,哈尔滨工程大学
66,65,合肥工业大学
67,65,中国政法大学
68,68,湖南师范大学
69,69,东华大学
70,70,南昌大学
71,71,中南财经政法大学
72,72,昆明理工大学
73,73,深圳大学
74,74,暨南大学
75,75,华南师范大学
76,75,陕西师范大学
77,75,首都师范大学
78,75,江南大学
79,79,福建师范大学
80,80,中央民族大学
81,81,福州大学
82,82,北京工业大学
83,83,广西大学
84,84,燕山大学
85,84,河南大学
86,86,中国石油大学（华东）
87,87,宁波大学
88,87,华南农业大学
89,89,浙江工业大学
90,90,山西大学
91,91,对外经济贸易大学
92,92,浙江师范大学
93,93,北京林业大学
94,94,西南财经大学
95,95,杭州电子科技大学
96,95,上海理工大学
97,97,扬州大学
98,97,天津师范大学
99,99,中央财经大学
100,100,首都医科大学
101,101,东北林业大学
102,102,河北大学
103,103,安徽大学
104,104,辽宁大学
105,104,太原理工大学
106,106,南京工业大学
107,107,新疆大学
108,108,华北电力大学
109,108,湘潭大学
110,110,东北财经大学
111,111,上海师范大学
112,112,黑龙江大学
113,113,江苏大学
114,114,南方医科大学
115,115,北京中医药大学
116,116,中国石油大学（北京）
117,117,大连海事大学
118,118,南京邮电大学
119,119,福建农林大学
120,120,安徽师范大学
121,120,长沙理工大学
122,122,贵州大学
123,123,内蒙古大学
124,124,天津医科大学
125,125,哈尔滨医科大学
126,126,西南政法大学
127,127,中国药科大学
128,128,齐鲁工业大学
129,129,山东师范大学
130,130,东北农业大学
131,131,西北师范大学
132,132,北京语言大学
133,132,江西师范大学
134,134,上海中医药大学
135,135,广东外语外贸大学
136,135,山东农业大学
137,137,青岛大学
138,138,河南科技大学
139,139,南京医科大学
140,140,四川农业大学
141,140,西安建筑科技大学
142,142,江西财经大学
143,143,中国地质大学（北京）
144,144,华侨大学
145,144,浙江工商大学
146,146,广州大学
147,146,山东科技大学
148,148,湖南农业大学
149,149,海南大学
150,149,河北工业大学
151,149,武汉科技大学
152,152,广东工业大学
153,153,天津工业大学
154,154,河北师范大学
155,154,河南农业大学
156,154,湖北大学
157,157,广西师范大学
158,157,中国医科大学
159,159,南京信息工程大学
160,159,汕头大学
161,159,云南师范大学
162,162,成都理工大学
163,162,南京林业大学
164,162,石河子大学
165,165,浙江理工大学
166,166,重庆医科大学
167,167,哈尔滨师范大学
168,168,西安理工大学
169,168,重庆邮电大学
170,170,首都经济贸易大学
171,171,青岛科技大学
172,172,杭州师范大学
173,172,云南民族大学
174,174,哈尔滨理工大学
175,174,长春理工大学
176,174,中南民族大学
177,177,河北农业大学
178,177,华东政法大学
179,177,四川师范大学
180,180,河南师范大学
181,181,广州中医药大学
182,182,南京中医药大学
183,182,延边大学
184,184,大连大学
185,184,中国计量大学
186,184,东北电力大学
187,184,济南大学
188,184,天津中医药大学
189,189,兰州交通大学
190,189,中北大学
191,191,云南农业大学
192,191,江苏师范大学
193,191,温州医科大学
194,194,中国矿业大学（北京）
195,195,天津科技大学
196,196,沈阳农业大学
197,196,天津理工大学
198,196,西南民族大学
199,196,河南理工大学
200,200,重庆交通大学
