排名,排名1,学校
1,1,北京大学
2,2,清华大学
3,3,复旦大学
4,4,浙江大学
5,5,南京大学
6,6,上海交通大学
7,7,华中科技大学
8,8,中国科学技术大学
9,9,中国人民大学
10,10,天津大学
11,10,武汉大学
12,12,南开大学
13,13,山东大学
14,14,中山大学
15,15,西安交通大学
16,16,哈尔滨工业大学
17,17,东南大学
18,18,四川大学
19,19,吉林大学
20,20,同济大学
21,21,北京航空航天大学
22,22,北京师范大学
23,23,厦门大学
24,24,西北工业大学
25,25,中南大学
26,26,东北大学
27,27,湖南大学
28,27,大连理工大学
29,29,华南理工大学
30,30,北京理工大学
31,31,兰州大学
32,32,华东师范大学
33,33,中国农业大学
34,34,电子科技大学
35,35,重庆大学
36,36,华中农业大学
37,37,河海大学
38,38,南京农业大学
39,39,华中师范大学
40,40,郑州大学
41,41,中国海洋大学
42,41,西安电子科技大学
43,43,北京科技大学
44,43,南京理工大学
45,45,北京交通大学
46,46,华东理工大学
47,47,北京邮电大学
48,48,合肥工业大学
49,49,南昌大学
50,50,南京航空航天大学
51,51,武汉理工大学
52,52,西南交通大学
53,53,暨南大学
54,54,西南大学
55,55,西北农林科技大学
56,56,东华大学
57,57,西北大学
58,58,中南财经政法大学
59,59,苏州大学
60,60,北京化工大学
61,61,昆明理工大学
62,62,南京师范大学
63,63,上海财经大学
64,64,湖南师范大学
65,65,云南大学
66,65,上海大学
67,67,哈尔滨工程大学
68,68,福州大学
69,69,河南大学
70,70,华南农业大学
71,71,东北师范大学
72,71,北京工业大学
73,73,中国地质大学（武汉）
74,73,华南师范大学
75,75,宁波大学
76,76,燕山大学
77,76,中国石油大学（北京）
78,78,太原理工大学
79,79,上海理工大学
80,80,中国矿业大学
81,80,陕西师范大学
82,80,江南大学
83,80,首都师范大学
84,84,浙江工业大学
85,85,中国石油大学（华东）
86,86,浙江师范大学
87,87,河北大学
88,88,对外经济贸易大学
89,89,扬州大学
90,90,江苏大学
91,91,杭州电子科技大学
92,91,辽宁大学
93,93,中央民族大学
94,94,山西大学
95,94,南京工业大学
96,96,齐鲁工业大学
97,97,广东工业大学
98,98,河南科技大学
99,99,山东师范大学
100,100,河北工业大学
101,100,成都理工大学
102,100,武汉科技大学
103,103,福建农林大学
104,103,天津师范大学
105,105,西南财经大学
106,106,福建师范大学
107,107,河南师范大学
108,107,深圳大学
109,109,江西师范大学
110,110,中央财经大学
111,111,北京林业大学
112,112,东北财经大学
113,113,长安大学
114,114,江西财经大学
115,115,南方科技大学
116,116,东北林业大学
117,117,安徽大学
118,118,黑龙江大学
119,119,湘潭大学
120,120,四川农业大学
121,121,上海师范大学
122,122,天津工业大学
123,123,东北农业大学
124,124,湖南农业大学
125,125,南京林业大学
126,126,山东农业大学
127,127,广西大学
128,128,广州大学
129,129,中国地质大学（北京）
130,130,华北电力大学
131,131,内蒙古大学
132,132,新疆大学
133,132,南京邮电大学
134,134,浙江工商大学
135,135,安徽师范大学
136,136,华侨大学
137,137,山东科技大学
138,138,西北师范大学
139,139,浙江理工大学
140,140,广西师范大学
141,141,中国矿业大学（北京）
142,142,贵州大学
143,142,大连海事大学
144,142,山东财经大学
145,145,长沙理工大学
146,146,中南民族大学
147,147,河南农业大学
148,148,海南大学
149,149,西安理工大学
150,150,湖北大学
151,151,长春理工大学
152,152,哈尔滨理工大学
153,153,杭州师范大学
154,154,东北电力大学
155,155,云南师范大学
156,156,西安建筑科技大学
157,156,河北农业大学
158,158,汕头大学
159,158,河南理工大学
160,160,首都经济贸易大学
161,161,哈尔滨师范大学
162,161,沈阳农业大学
163,161,湖南科技大学
164,164,重庆邮电大学
165,165,南京信息工程大学
166,166,兰州交通大学
167,167,云南民族大学
168,167,青岛大学
169,169,兰州理工大学
170,170,西南石油大学
171,171,河北师范大学
172,172,辽宁工程技术大学
173,173,石家庄铁道大学
174,174,江西理工大学
175,174,长江大学
176,176,江苏师范大学
177,177,四川师范大学
178,178,陕西科技大学
179,179,大连大学
180,180,上海海事大学
181,181,辽宁师范大学
182,181,沈阳工业大学
183,183,东莞理工学院
184,183,济南大学
185,183,安徽农业大学
186,186,青岛科技大学
187,187,天津理工大学
188,188,上海海洋大学
189,188,中南林业科技大学
190,190,天津科技大学
191,191,浙江农林大学
192,192,武汉工程大学
193,192,桂林理工大学
194,194,河南工业大学
195,195,重庆师范大学
196,196,天津财经大学
197,196,大连工业大学
198,198,山西财经大学
199,198,温州大学
200,200,湖南工商大学
