排名,排名1,学校
1,1,北京大学
2,2,清华大学
3,3,武汉大学
4,4,复旦大学
5,5,浙江大学
6,6,上海交通大学
7,7,南京大学
8,8,中国人民大学
9,9,吉林大学
10,10,华中科技大学
11,11,四川大学
12,12,中山大学
13,13,南开大学
14,14,天津大学
15,15,中国科学技术大学
16,16,西安交通大学
17,17,中南大学
18,18,哈尔滨工业大学
19,19,北京师范大学
20,20,山东大学
21,21,厦门大学
22,22,东南大学
23,23,北京航空航天大学
24,24,同济大学
25,25,东北大学
26,26,大连理工大学
27,27,华南理工大学
28,28,华东师范大学
29,29,电子科技大学
30,30,湖南大学
31,31,重庆大学
32,32,西北工业大学
33,33,中国农业大学
34,34,兰州大学
35,35,北京理工大学
36,36,华中师范大学
37,37,西南大学
38,38,东北师范大学
39,39,南京农业大学
40,40,北京交通大学
41,41,西南交通大学
42,42,长安大学
43,43,武汉理工大学
44,44,河海大学
45,45,华中农业大学
46,46,南京师范大学
47,47,郑州大学
48,48,南京理工大学
49,49,西安电子科技大学
50,50,中国海洋大学
51,51,华东理工大学
52,52,苏州大学
53,53,南京航空航天大学
54,54,西北大学
55,55,中国矿业大学
56,55,北京科技大学
57,57,北京协和医学院
58,58,上海大学
59,59,南昌大学
60,60,西北农林科技大学
61,61,湖南师范大学
62,62,云南大学
63,63,哈尔滨工程大学
64,64,华南师范大学
65,64,东华大学
66,66,上海财经大学
67,67,陕西师范大学
68,68,中国政法大学
69,69,暨南大学
70,70,北京邮电大学
71,71,江南大学
72,72,合肥工业大学
73,73,北京化工大学
74,74,中南财经政法大学
75,75,福建师范大学
76,76,中国地质大学（武汉）
77,76,深圳大学
78,76,福州大学
79,79,山西大学
80,80,西南财经大学
81,81,广西大学
82,81,首都师范大学
83,83,华南农业大学
84,84,北京工业大学
85,85,北京林业大学
86,85,河南大学
87,87,昆明理工大学
88,87,燕山大学
89,87,浙江工业大学
90,90,中央民族大学
91,91,中国石油大学（华东）
92,92,对外经济贸易大学
93,92,浙江师范大学
94,94,首都医科大学
95,95,安徽大学
96,96,上海理工大学
97,96,南京工业大学
98,98,天津师范大学
99,98,杭州电子科技大学
100,100,河北大学
101,101,东北林业大学
102,102,湘潭大学
103,102,新疆大学
104,104,宁波大学
105,104,黑龙江大学
106,106,扬州大学
107,107,安徽师范大学
108,108,山东师范大学
109,109,中央财经大学
110,110,江苏大学
111,111,上海师范大学
112,112,大连海事大学
113,113,辽宁大学
114,114,太原理工大学
115,115,华北电力大学
116,116,中国石油大学（北京）
117,117,南方医科大学
118,117,东北财经大学
119,119,青岛大学
120,119,长沙理工大学
121,121,天津医科大学
122,122,中国药科大学
123,123,北京中医药大学
124,124,福建农林大学
125,124,浙江工商大学
126,126,江西师范大学
127,127,哈尔滨医科大学
128,128,西北师范大学
129,129,南京邮电大学
130,130,南京医科大学
131,131,西南政法大学
132,131,中国地质大学（北京）
133,133,湖北大学
134,134,山东农业大学
135,135,海南大学
136,136,内蒙古大学
137,136,武汉科技大学
138,138,云南师范大学
139,139,西安建筑科技大学
140,139,贵州大学
141,141,华侨大学
142,141,石河子大学
143,141,汕头大学
144,141,江西财经大学
145,145,东北农业大学
146,146,中国医科大学
147,147,四川农业大学
148,148,广西师范大学
149,149,河南农业大学
150,150,上海中医药大学
151,151,广东外语外贸大学
152,151,湖南农业大学
153,151,杭州师范大学
154,154,中国矿业大学（北京）
155,155,广州大学
156,156,浙江理工大学
157,157,河北工业大学
158,157,河南师范大学
159,159,山东科技大学
160,160,南京林业大学
161,161,广东工业大学
162,161,河北师范大学
163,163,西安理工大学
164,164,南京信息工程大学
165,165,首都经济贸易大学
166,166,成都理工大学
167,167,北京语言大学
168,168,华东政法大学
169,168,天津工业大学
170,170,中北大学
171,171,重庆医科大学
172,171,长春理工大学
173,171,河北农业大学
174,174,济南大学
175,175,青岛科技大学
176,175,中南民族大学
177,177,宁夏大学
178,177,东北电力大学
179,177,江苏师范大学
180,180,重庆邮电大学
181,181,河南科技大学
182,182,沈阳农业大学
183,183,哈尔滨理工大学
184,184,河南工业大学
185,185,温州医科大学
186,185,延边大学
187,187,云南民族大学
188,187,中国计量大学
189,187,兰州交通大学
190,187,四川师范大学
191,191,南京中医药大学
192,191,西南石油大学
193,193,广州中医药大学
194,193,云南农业大学
195,193,重庆交通大学
196,193,大连大学
197,193,哈尔滨师范大学
198,193,湖南科技大学
199,199,长江大学
200,199,辽宁师范大学
