学校,省份,类别,排名,总分
安徽大学,安徽,综合,90,243.1
南京信息工程大学,江苏,理工,91,240.9
上海理工大学,上海,理工,92,240.7
华南农业大学,广东,农业,93,238.3
广西大学,广西,综合,94,237.0
南京邮电大学,江苏,理工,95,235.7
燕山大学,河北,理工,95,235.7
河南大学,河南,综合,97,234.6
湖北大学,湖北,综合,98,232.9
广州大学,广东,综合,99,232.7
青岛大学,山东,综合,100,231.4
湘潭大学,湖南,综合,101,229.9
广东工业大学,广东,理工,102,229.6
浙江师范大学,浙江,师范,103,229.2
大连海事大学,辽宁,理工,104,228.4
上海师范大学,上海,师范,105,227.3
杭州电子科技大学,浙江,理工,106,226.9
武汉科技大学,湖北,理工,107,226.6
南京林业大学,江苏,林业,108,225.3
河北工业大学,天津,理工,109,223.8
山东师范大学,山东,师范,109,223.8
浙江理工大学,浙江,理工,111,221.8
山西大学,山西,综合,112,221.0
太原理工大学,山西,理工,113,219.8
东北林业大学,黑龙江,林业,114,218.9
河北大学,河北,综合,115,217.0
东北农业大学,黑龙江,农业,116,216.3
江西师范大学,江西,师范,117,215.5
西安建筑科技大学,陕西,理工,117,215.5
杭州师范大学,浙江,师范,119,215.2
内蒙古大学,内蒙古,综合,120,214.9
福建农林大学,福建,农业,121,214.0
江苏师范大学,江苏,师范,122,213.4
西安理工大学,陕西,理工,123,213.2
辽宁大学,辽宁,综合,124,212.6
北京建筑大学,北京,理工,125,210.8
安徽师范大学,安徽,师范,126,210.5
河南师范大学,河南,师范,127,210.4
长沙理工大学,湖南,理工,128,209.5
昆明理工大学,云南,理工,129,206.7
新疆大学,新疆,综合,129,206.7
汕头大学,广东,综合,131,206.4
西南石油大学,四川,理工,132,206.0
山东科技大学,山东,综合,133,204.5
河南农业大学,河南,农业,134,204.3
贵州大学,贵州,综合,135,201.7
华侨大学,福建,综合,136,201.4
河北师范大学,河北,师范,137,201.1
黑龙江大学,黑龙江,综合,138,201.0
中国计量大学,浙江,理工,138,201.0
陕西科技大学,陕西,理工,140,198.6
沈阳农业大学,辽宁,农业,141,196.8
天津师范大学,天津,师范,142,196.5
湖北工业大学,湖北,理工,143,196.3
海南大学,海南,综合,144,196.2
济南大学,山东,综合,145,195.4
山东农业大学,山东,农业,146,194.7
常州大学,江苏,理工,147,194.6
温州大学,浙江,综合,147,194.6
重庆邮电大学,重庆,理工,149,193.7
齐鲁工业大学,山东,理工,150,192.6
曲阜师范大学,山东,师范,151,189.8
武汉工程大学,湖北,理工,152,188.6
湖南农业大学,湖南,农业,153,187.9
天津工业大学,天津,理工,154,187.4
安徽农业大学,安徽,农业,155,187.0
江苏科技大学,江苏,理工,156,186.8
浙江农林大学,浙江,林业,157,186.0
北方工业大学,北京,理工,158,185.7
广西师范大学,广西,师范,159,184.7
吉林农业大学,吉林,农业,160,184.4
青岛科技大学,山东,理工,161,183.8
四川农业大学,四川,农业,162,183.3
西北师范大学,甘肃,师范,162,183.3
南通大学,江苏,综合,164,183.1
石河子大学,新疆,综合,165,182.8
上海海洋大学,上海,农业,166,182.5
三峡大学,湖北,综合,167,179.8
安徽工业大学,安徽,理工,168,178.6
河南理工大学,河南,理工,169,177.7
宁夏大学,宁夏,综合,170,176.4
西安科技大学,陕西,理工,171,175.0
上海海事大学,上海,理工,172,174.6
成都理工大学,四川,理工,173,174.2
南昌航空大学,江西,理工,174,173.7
长春理工大学,吉林,理工,175,172.7
辽宁师范大学,辽宁,师范,176,172.5
西南科技大学,四川,理工,177,172.1
河北农业大学,河北,农业,178,171.9
中北大学,山西,理工,179,171.7
青海大学,青海,综合,180,171.6
集美大学,福建,综合,181,170.7
武汉纺织大学,湖北,理工,182,170.4
天津理工大学,天津,理工,183,170.3
四川师范大学,四川,师范,184,170.1
云南师范大学,云南,师范,185,169.6
浙江海洋大学,浙江,农业,185,169.6
天津科技大学,天津,理工,187,169.5
湖南科技大学,湖南,综合,188,169.4
重庆交通大学,重庆,理工,189,169.1
长江大学,湖北,综合,190,168.4
兰州理工大学,甘肃,理工,191,168.1
山东理工大学,山东,理工,191,168.1
安徽理工大学,安徽,理工,193,167.0
烟台大学,山东,综合,193,167.0
大连工业大学,辽宁,理工,195,165.9
哈尔滨理工大学,黑龙江,理工,196,165.5
沈阳师范大学,辽宁,师范,196,165.5
延边大学,吉林,综合,198,165.4
内蒙古农业大学,内蒙古,农业,199,165.3
河南科技大学,河南,综合,200,164.9
